Gene_name,Gene_name,biotype,gene_length,Ensembl_ID
CG31200,CG31200,protein_coding,915,FBgn0051200
Prosalpha4T1,Prosalpha4T1,protein_coding,891,FBgn0265606
Syp,Syp,protein_coding,11225,FBgn0038826
CG31195,CG31195,protein_coding,4001,FBgn0051195
Takl1,Takl1,protein_coding,1323,FBgn0046689
Fancd2,Fancd2,protein_coding,4587,FBgn0038827
CG17270,CG17270,protein_coding,1362,FBgn0038828
CG17271,CG17271,protein_coding,1916,FBgn0038829
RpS20,RpS20,protein_coding,564,FBgn0019936
snoRNA:Psi18S-1295,snoRNA:Psi18S-1295,snoRNA,140,FBgn0083055
snoRNA:Psi28S-2562,snoRNA:Psi28S-2562,snoRNA,135,FBgn0082986
CG17272,CG17272,protein_coding,670,FBgn0038830
AdSS,AdSS,protein_coding,1951,FBgn0027493
asRNA:CR44047,asRNA:CR44047,ncRNA,816,FBgn0264839
CG31223,CG31223,protein_coding,1270,FBgn0051223
Synd,Synd,protein_coding,2356,FBgn0053094
CG15695,CG15695,protein_coding,2723,FBgn0038832
CG15696,CG15696,protein_coding,681,FBgn0038833
RpS30,RpS30,protein_coding,619,FBgn0038834
Ir93a,Ir93a,protein_coding,2742,FBgn0259215
mir-1011,mir-1011,pre_miRNA,54,FBgn0262422
KaiR1D,KaiR1D,protein_coding,3607,FBgn0038837
TotA,TotA,protein_coding,579,FBgn0028396
TotC,TotC,protein_coding,530,FBgn0044812
TotB,TotB,protein_coding,526,FBgn0038838
TotZ,TotZ,protein_coding,573,FBgn0044809
lncRNA:CR44048,lncRNA:CR44048,ncRNA,980,FBgn0264840
tRNA:Thr-CGT-1-1,tRNA:Thr-CGT-1-1,tRNA,72,FBgn0051480
tRNA:Thr-CGT-1-2,tRNA:Thr-CGT-1-2,tRNA,72,FBgn0051334
tRNA:Thr-CGT-1-3,tRNA:Thr-CGT-1-3,tRNA,72,FBgn0051333
lncRNA:CR44947,lncRNA:CR44947,ncRNA,1112,FBgn0266252
Ktl,Ktl,protein_coding,2869,FBgn0038839
Grik,Grik,protein_coding,3640,FBgn0038840
TotX,TotX,protein_coding,602,FBgn0044810
CG31191,CG31191,protein_coding,4416,FBgn0051191
asRNA:CR44106,asRNA:CR44106,ncRNA,1154,FBgn0264915
snoRNA:CG31191-a,snoRNA:CG31191-a,snoRNA,147,FBgn0263460
hdly,hdly,protein_coding,2589,FBgn0038842
Atpalpha,Atpalpha,protein_coding,6680,FBgn0002921
Calx,Calx,protein_coding,8959,FBgn0013995
CG43446,CG43446,protein_coding,1367,FBgn0263400
Alp5,Alp5,protein_coding,1674,FBgn0038845
CG5697,CG5697,protein_coding,987,FBgn0038846
Rlip,Rlip,protein_coding,2518,FBgn0026056
CG17278,CG17278,protein_coding,1934,FBgn0046763
Dhc93AB,Dhc93AB,protein_coding,14010,FBgn0013812
CG12278,CG12278,protein_coding,838,FBgn0038847
CG31189,CG31189,protein_coding,831,FBgn0051189
CG31207,CG31207,protein_coding,835,FBgn0051207
CG7079,CG7079,protein_coding,1237,FBgn0038849
CG17279,CG17279,protein_coding,842,FBgn0038850
Mvl,Mvl,protein_coding,5647,FBgn0011672
Cortactin,Cortactin,protein_coding,2450,FBgn0025865
AnxB9,AnxB9,protein_coding,2073,FBgn0000083
r-l,r-l,protein_coding,2039,FBgn0003257
dmrt93B,dmrt93B,protein_coding,978,FBgn0038851
HHEX,HHEX,protein_coding,1267,FBgn0038852
RhoGAP93B,RhoGAP93B,protein_coding,5353,FBgn0038853
lncRNA:CR44178,lncRNA:CR44178,ncRNA,1078,FBgn0265067
CG7044,CG7044,protein_coding,3171,FBgn0038854
asRNA:CR46045,asRNA:CR46045,ncRNA,882,FBgn0267712
CG5745,CG5745,protein_coding,1816,FBgn0038855
Sec15,Sec15,protein_coding,2799,FBgn0266674
rtet,rtet,protein_coding,1722,FBgn0028468
Rab11,Rab11,protein_coding,1815,FBgn0015790
ppan,ppan,protein_coding,1477,FBgn0010770
Bdbt,Bdbt,protein_coding,1000,FBgn0038857
slmb,slmb,protein_coding,3492,FBgn0283468
CG5793,CG5793,protein_coding,1633,FBgn0038858
Obp93a,Obp93a,protein_coding,591,FBgn0038859
Ice2,Ice2,protein_coding,2505,FBgn0038860
CG7009,CG7009,protein_coding,1038,FBgn0038861
Usp8,Usp8,protein_coding,3369,FBgn0038862
meigo,meigo,protein_coding,1868,FBgn0250820
SNF4Agamma,SNF4Agamma,protein_coding,11990,FBgn0264357
cDIP,cDIP,protein_coding,1855,FBgn0038865
CG5810,CG5810,protein_coding,1384,FBgn0038866
Snmp1,Snmp1,protein_coding,2280,FBgn0260004
CG5862,CG5862,protein_coding,1090,FBgn0038868
CR43975,CR43975,pseudogene,423,FBgn0264706
Smyd5,Smyd5,protein_coding,1356,FBgn0038869
Oga,Oga,protein_coding,3409,FBgn0038870
CG3337,CG3337,protein_coding,2819,FBgn0038871
lncRNA:CR44265,lncRNA:CR44265,ncRNA,846,FBgn0265205
Nelf-A,Nelf-A,protein_coding,4648,FBgn0038872
e,e,protein_coding,3142,FBgn0000527
CG5892,CG5892,protein_coding,2329,FBgn0038873
ETHR,ETHR,protein_coding,4512,FBgn0038874
Rab1,Rab1,protein_coding,1804,FBgn0285937
asRNA:CR45798,asRNA:CR45798,ncRNA,994,FBgn0267448
AP-2sigma,AP-2sigma,protein_coding,751,FBgn0043012
Idi,Idi,protein_coding,1227,FBgn0038876
CG3308,CG3308,protein_coding,2124,FBgn0038877
CG3301,CG3301,protein_coding,1293,FBgn0038878
SIFaR,SIFaR,protein_coding,5029,FBgn0038880
CG17298,CG17298,protein_coding,495,FBgn0038879
lncRNA:Hsromega,lncRNA:Hsromega,ncRNA,21710,FBgn0001234
mir-4951,mir-4951,pre_miRNA,150,FBgn0263537
CG16791,CG16791,protein_coding,7188,FBgn0038881
mod(mdg4),mod(mdg4),protein_coding,12432,FBgn0002781
pre-mod(mdg4)-H,pre-mod(mdg4)-H,protein_coding,4693,FBgn0267649
pre-mod(mdg4)-G,pre-mod(mdg4)-G,protein_coding,4693,FBgn0267648
pre-mod(mdg4)-B,pre-mod(mdg4)-B,protein_coding,4972,FBgn0266178
pre-mod(mdg4)-P,pre-mod(mdg4)-P,protein_coding,3725,FBgn0266175
pre-mod(mdg4)-I,pre-mod(mdg4)-I,protein_coding,3725,FBgn0266177
pre-mod(mdg4)-L,pre-mod(mdg4)-L,protein_coding,3725,FBgn0266174
pre-mod(mdg4)-K,pre-mod(mdg4)-K,protein_coding,3725,FBgn0266173
pre-mod(mdg4)-J,pre-mod(mdg4)-J,protein_coding,3725,FBgn0266176
pre-mod(mdg4)-T,pre-mod(mdg4)-T,protein_coding,1824,FBgn0261837
pre-mod(mdg4)-Z,pre-mod(mdg4)-Z,protein_coding,1824,FBgn0261838
pre-mod(mdg4)-C,pre-mod(mdg4)-C,protein_coding,2255,FBgn0266170
pre-mod(mdg4)-E,pre-mod(mdg4)-E,protein_coding,2365,FBgn0266172
pre-mod(mdg4)-AB,pre-mod(mdg4)-AB,protein_coding,2255,FBgn0266171
pre-mod(mdg4)-Y,pre-mod(mdg4)-Y,protein_coding,2671,FBgn0261839
pre-mod(mdg4)-V,pre-mod(mdg4)-V,protein_coding,4276,FBgn0261844
pre-mod(mdg4)-X,pre-mod(mdg4)-X,protein_coding,3406,FBgn0261840
pre-mod(mdg4)-AE,pre-mod(mdg4)-AE,protein_coding,2455,FBgn0261842
pre-mod(mdg4)-W,pre-mod(mdg4)-W,protein_coding,4377,FBgn0261843
pre-mod(mdg4)-AD,pre-mod(mdg4)-AD,protein_coding,2455,FBgn0261841
pre-mod(mdg4)-U,pre-mod(mdg4)-U,protein_coding,4318,FBgn0261845
pre-mod(mdg4)-O,pre-mod(mdg4)-O,protein_coding,2658,FBgn0267651
pre-mod(mdg4)-N,pre-mod(mdg4)-N,protein_coding,2658,FBgn0267652
pre-mod(mdg4)-AA,pre-mod(mdg4)-AA,protein_coding,2658,FBgn0267650
tin,tin,protein_coding,1664,FBgn0004110
bap,bap,protein_coding,1449,FBgn0004862
Ugt49B2,Ugt49B2,protein_coding,1683,FBgn0038886
lncRNA:CR46046,lncRNA:CR46046,ncRNA,636,FBgn0267713
CG7907,CG7907,protein_coding,2733,FBgn0038887
CheB93a,CheB93a,protein_coding,751,FBgn0038888
CheB93b,CheB93b,protein_coding,680,FBgn0051438
lbl,lbl,protein_coding,2744,FBgn0008651
lncRNA:CR44089,lncRNA:CR44089,ncRNA,351,FBgn0264898
lbe,lbe,protein_coding,2277,FBgn0011278
lncRNA:CR43453,lncRNA:CR43453,ncRNA,792,FBgn0263407
Fancm,Fancm,protein_coding,4722,FBgn0038889
lncRNA:CR44032,lncRNA:CR44032,ncRNA,774,FBgn0264824
C15,C15,protein_coding,1856,FBgn0004863
CG7956,CG7956,protein_coding,5037,FBgn0038890
lncRNA:CR43372,lncRNA:CR43372,ncRNA,1772,FBgn0263130
lncRNA:CR44033,lncRNA:CR44033,ncRNA,939,FBgn0264825
slou,slou,protein_coding,2670,FBgn0002941
CG15498,CG15498,protein_coding,1139,FBgn0038892
InR,InR,protein_coding,11367,FBgn0283499
lncRNA:CR43653,lncRNA:CR43653,ncRNA,1368,FBgn0263662
lncRNA:CR44034,lncRNA:CR44034,ncRNA,721,FBgn0264826
E2f1,E2f1,protein_coding,6451,FBgn0011766
mir-998,mir-998,pre_miRNA,143,FBgn0262405
mir-11,mir-11,pre_miRNA,75,FBgn0262434
asRNA:CR46055,asRNA:CR46055,ncRNA,532,FBgn0267722
lncRNA:CR46056,lncRNA:CR46056,ncRNA,437,FBgn0267723
lncRNA:CR46057,lncRNA:CR46057,ncRNA,303,FBgn0267724
Archease,Archease,protein_coding,1222,FBgn0038893
CG15497,CG15497,protein_coding,1217,FBgn0038894
DNApol-alpha180,DNApol-alpha180,protein_coding,4624,FBgn0259113
CG31176,CG31176,protein_coding,2511,FBgn0051176
lncRNA:CR44096,lncRNA:CR44096,ncRNA,546,FBgn0264905
CR43096,CR43096,pseudogene,394,FBgn0262542
Sfp93F,Sfp93F,protein_coding,329,FBgn0261060
CG42869,CG42869,protein_coding,283,FBgn0262143
CG42870,CG42870,protein_coding,368,FBgn0262144
CR46423,CR46423,pseudogene,183,FBgn0286926
CG34034,CG34034,protein_coding,637,FBgn0054034
CG5849,CG5849,protein_coding,3063,FBgn0038897
CG31343,CG31343,protein_coding,3004,FBgn0051343
CG31233,CG31233,protein_coding,3059,FBgn0051233
CG31198,CG31198,protein_coding,3019,FBgn0051198
CG42335,CG42335,protein_coding,2786,FBgn0259237
Burs,Burs,protein_coding,640,FBgn0038901
GABA-B-R2,GABA-B-R2,protein_coding,3988,FBgn0027575
CG6800,CG6800,protein_coding,909,FBgn0038902
RpI12,RpI12,protein_coding,530,FBgn0038903
tsl,tsl,protein_coding,2059,FBgn0003867
CASK,CASK,protein_coding,9545,FBgn0013759
lncRNA:CRG,lncRNA:CRG,ncRNA,2669,FBgn0266181
mir-999,mir-999,pre_miRNA,105,FBgn0262331
mir-4969,mir-4969,pre_miRNA,158,FBgn0263521
lncRNA:CR45632,lncRNA:CR45632,ncRNA,395,FBgn0267192
Gr93a,Gr93a,protein_coding,1450,FBgn0041229
Gr93b,Gr93b,protein_coding,1188,FBgn0045470
Gr93c,Gr93c,protein_coding,1194,FBgn0045469
asRNA:CR44087,asRNA:CR44087,ncRNA,1122,FBgn0264896
Gr93d,Gr93d,protein_coding,1146,FBgn0045468
glec,glec,protein_coding,2050,FBgn0015229
lncRNA:CR45644,lncRNA:CR45644,ncRNA,231,FBgn0267204
lncRNA:CR45645,lncRNA:CR45645,ncRNA,704,FBgn0267205
lsn,lsn,protein_coding,941,FBgn0260940
CG6569,CG6569,protein_coding,1582,FBgn0038909
Cby,Cby,protein_coding,622,FBgn0067317
CG31174,CG31174,protein_coding,721,FBgn0051174
CG31431,CG31431,protein_coding,2018,FBgn0051431
CG31178,CG31178,protein_coding,1184,FBgn0064912
CG6656,CG6656,protein_coding,1542,FBgn0038912
CG34148,CG34148,protein_coding,600,FBgn0083984
P5CDh2,P5CDh2,protein_coding,2472,FBgn0053092
asRNA:CR45046,asRNA:CR45046,ncRNA,5273,FBgn0266406
CG31465,CG31465,protein_coding,3079,FBgn0051465
fit,fit,protein_coding,531,FBgn0038914
CG17819,CG17819,protein_coding,646,FBgn0038915
dnd,dnd,protein_coding,836,FBgn0038916
CG6678,CG6678,protein_coding,2843,FBgn0038917
CG43844,CG43844,protein_coding,633,FBgn0264426
Qsox3,Qsox3,protein_coding,1776,FBgn0038918
Qsox2,Qsox2,protein_coding,1800,FBgn0038919
Eip93F,Eip93F,protein_coding,12686,FBgn0264490
Theg,Theg,protein_coding,1316,FBgn0038921
Idh3b,Idh3b,protein_coding,2059,FBgn0038922
Mitofilin,Mitofilin,protein_coding,3000,FBgn0019960
mRpL35,mRpL35,protein_coding,751,FBgn0038923
CG6028,CG6028,protein_coding,1091,FBgn0038924
Cchl,Cchl,protein_coding,1356,FBgn0038925
ND-42,ND-42,protein_coding,1618,FBgn0019957
CG13409,CG13409,protein_coding,2087,FBgn0038926
CG45099,CG45099,protein_coding,2012,FBgn0266538
CG6015,CG6015,protein_coding,2012,FBgn0038927
pit,pit,protein_coding,2958,FBgn0266581
Fadd,Fadd,protein_coding,1163,FBgn0038928
scaRNA:MeU5-G38,scaRNA:MeU5-G38,snoRNA,101,FBgn0261455
how,how,protein_coding,5086,FBgn0264491
CG13408,CG13408,protein_coding,1189,FBgn0038929
BomT3,BomT3,protein_coding,657,FBgn0038930
BomBc3,BomBc3,protein_coding,1301,FBgn0040582
CG13407,CG13407,protein_coding,1335,FBgn0038931
Ir94a,Ir94a,protein_coding,1788,FBgn0051164
Ir94b,Ir94b,protein_coding,1779,FBgn0051424
Ir94c,Ir94c,protein_coding,1815,FBgn0051423
CG42390,CG42390,protein_coding,5689,FBgn0259736
SKIP,SKIP,protein_coding,6833,FBgn0051163
lncRNA:CR45224,lncRNA:CR45224,ncRNA,829,FBgn0266751
Gld2,Gld2,protein_coding,5217,FBgn0038934
mir-1010,mir-1010,pre_miRNA,71,FBgn0262382
CR43696,CR43696,pseudogene,675,FBgn0263834
CR43697,CR43697,pseudogene,504,FBgn0263835
CG7084,CG7084,protein_coding,3810,FBgn0038938
CG34377,CG34377,protein_coding,5288,FBgn0263117
asRNA:CR46261,asRNA:CR46261,ncRNA,555,FBgn0267994
CG7080,CG7080,protein_coding,1178,FBgn0038941
CG33721,CG33721,protein_coding,546,FBgn0053721
CG13862,CG13862,protein_coding,490,FBgn0038942
CG5391,CG5391,protein_coding,782,FBgn0038943
CG5388,CG5388,protein_coding,1413,FBgn0038944
asRNA:CR46054,asRNA:CR46054,ncRNA,606,FBgn0267721
CG5386,CG5386,protein_coding,856,FBgn0038945
rdhB,rdhB,protein_coding,1169,FBgn0038946
Sar1,Sar1,protein_coding,1815,FBgn0038947
PSR,PSR,protein_coding,1590,FBgn0038948
Muted,Muted,protein_coding,1766,FBgn0083967
CG7071,CG7071,protein_coding,1826,FBgn0260467
CG5382,CG5382,protein_coding,1165,FBgn0038950
CG5380,CG5380,protein_coding,1103,FBgn0038951
PyK,PyK,protein_coding,2242,FBgn0267385
CG7069,CG7069,protein_coding,2693,FBgn0038952
CG18596,CG18596,protein_coding,3665,FBgn0038953
CG34149,CG34149,protein_coding,1072,FBgn0083985
CG43342,CG43342,protein_coding,748,FBgn0263047
Gpdh3,Gpdh3,protein_coding,4226,FBgn0263048
CAH8,CAH8,protein_coding,1471,FBgn0038956
CG7059,CG7059,protein_coding,1661,FBgn0038957
CG13857,CG13857,protein_coding,1435,FBgn0038958
tRNA:Ser-GCT-2-3,tRNA:Ser-GCT-2-3,tRNA,82,FBgn0051165
tRNA:Ser-GCT-2-4,tRNA:Ser-GCT-2-4,tRNA,82,FBgn0051162
tRNA:Ser-GCT-1-1,tRNA:Ser-GCT-1-1,tRNA,82,FBgn0051167
tRNA:Ser-GCT-2-5,tRNA:Ser-GCT-2-5,tRNA,82,FBgn0051166
CG13856,CG13856,protein_coding,943,FBgn0038959
CG13855,CG13855,protein_coding,2337,FBgn0038960
CG13850,CG13850,protein_coding,1935,FBgn0038961
lqfR,lqfR,protein_coding,5967,FBgn0261279
Nop56,Nop56,protein_coding,1746,FBgn0038964
mats,mats,protein_coding,1716,FBgn0038965
pinta,pinta,protein_coding,1341,FBgn0038966
CG13847,CG13847,protein_coding,3083,FBgn0038967
CG12499,CG12499,protein_coding,6384,FBgn0038968
CG34288,CG34288,protein_coding,436,FBgn0085317
CG34376,CG34376,protein_coding,3458,FBgn0085405
Rpn7,Rpn7,protein_coding,1393,FBgn0028688
AP-2mu,AP-2mu,protein_coding,2025,FBgn0263351
CG7054,CG7054,protein_coding,893,FBgn0038972
Pebp1,Pebp1,protein_coding,646,FBgn0038973
CG5377,CG5377,protein_coding,1253,FBgn0038974
Nrx-1,Nrx-1,protein_coding,10699,FBgn0038975
mir-4952,mir-4952,pre_miRNA,126,FBgn0263554
Pfdn5,Pfdn5,protein_coding,894,FBgn0038976
CG5376,CG5376,protein_coding,812,FBgn0038977
CCT1,CCT1,protein_coding,1980,FBgn0003676
tHMG1,tHMG1,protein_coding,553,FBgn0038978
tHMG2,tHMG2,protein_coding,654,FBgn0038979
Octbeta1R,Octbeta1R,protein_coding,5405,FBgn0038980
CG5346,CG5346,protein_coding,1921,FBgn0038981
CG33099,CG33099,protein_coding,1248,FBgn0053099
CG33093,CG33093,protein_coding,1055,FBgn0053093
CG5326,CG5326,protein_coding,1694,FBgn0038983
lncRNA:CR45646,lncRNA:CR45646,ncRNA,539,FBgn0267206
lncRNA:CR45647,lncRNA:CR45647,ncRNA,301,FBgn0267207
AdipoR,AdipoR,protein_coding,2899,FBgn0038984
asRNA:CR44062,asRNA:CR44062,ncRNA,1175,FBgn0264871
bond,bond,protein_coding,1923,FBgn0260942
sit,sit,protein_coding,1722,FBgn0038986
CG33110,CG33110,protein_coding,2005,FBgn0053110
CSN6,CSN6,protein_coding,1203,FBgn0028837
Dph5,Dph5,protein_coding,1128,FBgn0024558
CG33107,CG33107,protein_coding,1067,FBgn0053107
CG6937,CG6937,protein_coding,1307,FBgn0038989
btn,btn,protein_coding,477,FBgn0014949
Efa6,Efa6,protein_coding,8255,FBgn0051158
CG31156,CG31156,protein_coding,3193,FBgn0051156
CG13843,CG13843,protein_coding,1183,FBgn0038993
mRRF2,mRRF2,protein_coding,2481,FBgn0051159
CG31161,CG31161,protein_coding,1666,FBgn0051161
mRpL45,mRpL45,protein_coding,1268,FBgn0263863
loco,loco,protein_coding,7671,FBgn0020278
lncRNA:CR43475,lncRNA:CR43475,ncRNA,503,FBgn0263452
asRNA:CR43474,asRNA:CR43474,ncRNA,1097,FBgn0263451
wake,wake,protein_coding,9604,FBgn0266418
Gclm,Gclm,protein_coding,1505,FBgn0046114
CG17625,CG17625,protein_coding,559,FBgn0039002
wfs1,wfs1,protein_coding,2671,FBgn0039003
Nup133,Nup133,protein_coding,3742,FBgn0039004
cd,cd,protein_coding,2619,FBgn0263986
Cyp6d4,Cyp6d4,protein_coding,1872,FBgn0039006
CCAP,CCAP,protein_coding,1249,FBgn0039007
CG6972,CG6972,protein_coding,1308,FBgn0039008
CG13842,CG13842,protein_coding,2504,FBgn0039009
CG4907,CG4907,protein_coding,2919,FBgn0039010
wge,wge,protein_coding,6473,FBgn0051151
Irp-1A,Irp-1A,protein_coding,2882,FBgn0024958
asRNA:CR45648,asRNA:CR45648,ncRNA,331,FBgn0267208
CG4813,CG4813,protein_coding,1531,FBgn0039013
CG45049,CG45049,protein_coding,3708,FBgn0266409
Takl2,Takl2,protein_coding,928,FBgn0039015
Dcr-1,Dcr-1,protein_coding,6913,FBgn0039016
CG6985,CG6985,protein_coding,1757,FBgn0039017
vret,vret,protein_coding,2328,FBgn0263143
HP1c,HP1c,protein_coding,986,FBgn0039019
CG17141,CG17141,protein_coding,1099,FBgn0039020
CG31139,CG31139,protein_coding,1312,FBgn0051139
rumi,rumi,protein_coding,1534,FBgn0086253
CG7029,CG7029,protein_coding,8549,FBgn0039026
Usp12-46,Usp12-46,protein_coding,2208,FBgn0039025
Nepl13,Nepl13,protein_coding,2267,FBgn0039022
Nepl14,Nepl14,protein_coding,2272,FBgn0039023
Nepl15,Nepl15,protein_coding,2213,FBgn0039024
CG13841,CG13841,protein_coding,835,FBgn0040588
CG43091,CG43091,protein_coding,549,FBgn0262537
CG43092,CG43092,protein_coding,722,FBgn0262538
CG43093,CG43093,protein_coding,476,FBgn0262539
CG43094,CG43094,protein_coding,310,FBgn0262540
CG43095,CG43095,protein_coding,554,FBgn0262541
mir-4953,mir-4953,pre_miRNA,93,FBgn0263513
lncRNA:CR43654,lncRNA:CR43654,ncRNA,3445,FBgn0263663
CG7031,CG7031,protein_coding,2597,FBgn0039027
CG13840,CG13840,protein_coding,1696,FBgn0039028
lncRNA:CR44350,lncRNA:CR44350,ncRNA,3575,FBgn0265450
CG4704,CG4704,protein_coding,2154,FBgn0039029
lncRNA:CR43846,lncRNA:CR43846,ncRNA,717,FBgn0264428
klg,klg,protein_coding,4052,FBgn0017590
CG6660,CG6660,protein_coding,1112,FBgn0039030
lncRNA:CR46088,lncRNA:CR46088,ncRNA,537,FBgn0267757
lncRNA:CR43655,lncRNA:CR43655,ncRNA,528,FBgn0263664
Tpl94D,Tpl94D,protein_coding,1491,FBgn0051281
Gbp3,Gbp3,protein_coding,895,FBgn0039031
Nha2,Nha2,protein_coding,2796,FBgn0263390
Or94a,Or94a,protein_coding,1164,FBgn0039033
Or94b,Or94b,protein_coding,1152,FBgn0039034
asRNA:CR43454,asRNA:CR43454,ncRNA,1332,FBgn0263408
CG34375,CG34375,protein_coding,2266,FBgn0085404
lncRNA:CR44225,lncRNA:CR44225,ncRNA,440,FBgn0265156
CG6688,CG6688,protein_coding,1778,FBgn0039038
lmd,lmd,protein_coding,3356,FBgn0039039
CG13833,CG13833,protein_coding,1076,FBgn0039040
lncRNA:CR44226,lncRNA:CR44226,ncRNA,565,FBgn0265157
CG13838,CG13838,protein_coding,429,FBgn0039041
CG13837,CG13837,protein_coding,672,FBgn0039042
CG17121,CG17121,protein_coding,1433,FBgn0039043
p53,p53,protein_coding,2136,FBgn0039044
Gr94a,Gr94a,protein_coding,1215,FBgn0041225
asRNA:CR46089,asRNA:CR46089,ncRNA,5069,FBgn0267758
CG17119,CG17119,protein_coding,1570,FBgn0039045
sav,sav,protein_coding,2235,FBgn0053193
Ublcp1,Ublcp1,protein_coding,1202,FBgn0027526
CG17111,CG17111,protein_coding,2959,FBgn0039048
Cow,Cow,protein_coding,4391,FBgn0039054
CG6726,CG6726,protein_coding,3023,FBgn0039049
CG17110,CG17110,protein_coding,3171,FBgn0039050
CG17109,CG17109,protein_coding,1373,FBgn0039051
CG6733,CG6733,protein_coding,1291,FBgn0039052
CG6738,CG6738,protein_coding,1291,FBgn0039053
Rassf,Rassf,protein_coding,3473,FBgn0039055
CenB1A,CenB1A,protein_coding,3527,FBgn0039056
CG31365,CG31365,protein_coding,2335,FBgn0051365
CG31457,CG31457,protein_coding,1342,FBgn0051457
hh,hh,protein_coding,2370,FBgn0004644
unk,unk,protein_coding,6328,FBgn0004395
VhaAC39-2,VhaAC39-2,protein_coding,1233,FBgn0039058
CG13829,CG13829,protein_coding,810,FBgn0039059
Irk1,Irk1,protein_coding,5246,FBgn0265042
CG46310,CG46310,protein_coding,3202,FBgn0284226
cnc,cnc,protein_coding,9178,FBgn0262975
fzo,fzo,protein_coding,2391,FBgn0011596
CG4467,CG4467,protein_coding,7390,FBgn0039064
Rad60,Rad60,protein_coding,1677,FBgn0039065
EloA,EloA,protein_coding,2869,FBgn0039066
wda,wda,protein_coding,2744,FBgn0039067
CG13827,CG13827,protein_coding,1091,FBgn0039068
orb,orb,protein_coding,9551,FBgn0004882
Cdc16,Cdc16,protein_coding,2615,FBgn0025781
CG6763,CG6763,protein_coding,1974,FBgn0039069
CG17083,CG17083,protein_coding,1959,FBgn0039070
bb8,bb8,protein_coding,1795,FBgn0039071
pnt,pnt,protein_coding,6119,FBgn0003118
lncRNA:CR46090,lncRNA:CR46090,ncRNA,300,FBgn0267759
DNApol-epsilon255,DNApol-epsilon255,protein_coding,6849,FBgn0264326
ATPsynCF6,ATPsynCF6,protein_coding,704,FBgn0016119
Sec13,Sec13,protein_coding,1809,FBgn0024509
RpS3,RpS3,protein_coding,1133,FBgn0002622
CG4408,CG4408,protein_coding,1686,FBgn0039073
lncRNA:CR44322,lncRNA:CR44322,ncRNA,644,FBgn0265381
CG42827,CG42827,protein_coding,558,FBgn0262009
CG42828,CG42828,protein_coding,471,FBgn0262010
CG4393,CG4393,protein_coding,6076,FBgn0039075
CG31515,CG31515,protein_coding,469,FBgn0051515
lncRNA:CR43387,lncRNA:CR43387,ncRNA,423,FBgn0263217
lncRNA:CR44323,lncRNA:CR44323,ncRNA,540,FBgn0265382
CG17380,CG17380,protein_coding,1068,FBgn0039077
Ir94d,Ir94d,protein_coding,1782,FBgn0259193
Ir94e,Ir94e,protein_coding,1836,FBgn0259194
CG4374,CG4374,protein_coding,5842,FBgn0039078
CG43694,CG43694,protein_coding,428,FBgn0263777
Ir94f,Ir94f,protein_coding,1677,FBgn0051225
Ir94g,Ir94g,protein_coding,1638,FBgn0039079
lncRNA:CR44324,lncRNA:CR44324,ncRNA,605,FBgn0265383
Ir94h,Ir94h,protein_coding,1680,FBgn0039080
CG34289,CG34289,protein_coding,569,FBgn0085318
Irk2,Irk2,protein_coding,2497,FBgn0039081
CG10177,CG10177,protein_coding,1438,FBgn0039083
CG10175,CG10175,protein_coding,4025,FBgn0039084
Ugt303B3,Ugt303B3,protein_coding,1764,FBgn0039085
Ugt303B1,Ugt303B1,protein_coding,1758,FBgn0039086
Ugt303B2,Ugt303B2,protein_coding,1856,FBgn0039087
CG10164,CG10164,protein_coding,2401,FBgn0039088
beat-IV,beat-IV,protein_coding,3358,FBgn0039089
CG10182,CG10182,protein_coding,2212,FBgn0039091
asRNA:CR46469,asRNA:CR46469,ncRNA,4206,FBgn0287600
CG33337,CG33337,protein_coding,2127,FBgn0053337
CG16723,CG16723,protein_coding,2088,FBgn0039092
CG10183,CG10183,protein_coding,2058,FBgn0039093
tRNA:Leu-CAA-2-3,tRNA:Leu-CAA-2-3,tRNA,83,FBgn0051143
CG10184,CG10184,protein_coding,1330,FBgn0039094
CG31145,CG31145,protein_coding,4945,FBgn0051145
GILT3,GILT3,protein_coding,773,FBgn0039098
GILT2,GILT2,protein_coding,712,FBgn0039099
eIF3d1,eIF3d1,protein_coding,2012,FBgn0040227
CG16710,CG16710,protein_coding,1215,FBgn0039101
CG18754,CG18754,protein_coding,1723,FBgn0042106
SPE,SPE,protein_coding,1267,FBgn0039102
CG10254,CG10254,protein_coding,5028,FBgn0027512
asRNA:CR43903,asRNA:CR43903,ncRNA,683,FBgn0264504
CG10252,CG10252,protein_coding,833,FBgn0039104
prt,prt,protein_coding,2177,FBgn0043005
CG31468,CG31468,protein_coding,967,FBgn0047351
Gba1a,Gba1a,protein_coding,1777,FBgn0051148
Qsox4,Qsox4,protein_coding,1782,FBgn0051413
Gba1b,Gba1b,protein_coding,2335,FBgn0051414
asRNA:CR44052,asRNA:CR44052,ncRNA,650,FBgn0264844
CG10301,CG10301,protein_coding,1000,FBgn0039106
CG10300,CG10300,protein_coding,1484,FBgn0039107
nau,nau,protein_coding,1532,FBgn0002922
CG10232,CG10232,protein_coding,1864,FBgn0039108
CG10365,CG10365,protein_coding,1985,FBgn0039109
RNaseMRP:RNA,RNaseMRP:RNA,ncRNA,382,FBgn0065098
Rpn9,Rpn9,protein_coding,1679,FBgn0028691
